Date,Cow,Predicted Body Weight (kg)
2022-02-21,Cow 45,439.63769688584676
2022-02-22,Cow 45,439.63769688584676
2022-02-23,Cow 45,439.63769688584676
2022-02-24,Cow 45,439.63769688584676
2022-02-25,Cow 45,439.63769688584676
2022-02-26,Cow 45,439.63769688584676
2022-02-27,Cow 45,439.63769688584676
2022-02-28,Cow 45,439.63769688584676
2022-03-01,Cow 45,439.63769688584676
2022-02-15,Cow 46,458.8640176170578
2022-02-16,Cow 46,458.8640176170578
2022-02-17,Cow 46,458.8640176170578
2022-02-18,Cow 46,458.8640176170578
2022-02-19,Cow 46,458.8640176170578
2022-02-20,Cow 46,458.8640176170578
2022-02-21,Cow 46,458.8640176170578
2022-02-22,Cow 46,458.8640176170578
2022-02-23,Cow 46,458.8640176170578
2022-02-24,Cow 46,458.8640176170578
2022-02-25,Cow 46,458.8640176170578
2022-02-26,Cow 46,458.8640176170578
2022-02-27,Cow 46,458.8640176170578
2022-02-28,Cow 46,458.8640176170578
2022-03-01,Cow 46,458.8640176170578
2022-02-15,Cow 47,450.83418953993214
2022-02-16,Cow 47,450.83418953993214
2022-02-17,Cow 47,450.83418953993214
2022-02-18,Cow 47,450.83418953993214
2022-02-19,Cow 47,450.83418953993214
2022-02-20,Cow 47,450.83418953993214
2022-02-21,Cow 47,450.83418953993214
2022-02-22,Cow 47,450.83418953993214
2022-02-23,Cow 47,450.83418953993214
2022-02-24,Cow 47,450.83418953993214
2022-02-25,Cow 47,450.83418953993214
2022-02-26,Cow 47,450.83418953993214
2022-02-27,Cow 47,450.83418953993214
2022-02-28,Cow 47,450.83418953993214
2022-03-01,Cow 47,450.83418953993214
2022-02-15,Cow 48,435.8277132950508
2022-02-16,Cow 48,435.8277132950508
2022-02-17,Cow 48,435.8277132950508
2022-02-18,Cow 48,435.8277132950508
2022-02-19,Cow 48,435.8277132950508
2022-02-20,Cow 48,435.8277132950508
2022-02-21,Cow 48,435.8277132950508
2022-02-22,Cow 48,435.8277132950508
2022-02-23,Cow 48,435.8277132950508
2022-02-24,Cow 48,435.8277132950508
2022-02-25,Cow 48,435.8277132950508
2022-02-26,Cow 48,435.8277132950508
2022-02-27,Cow 48,435.8277132950508
2022-02-28,Cow 48,435.8277132950508
2022-03-01,Cow 48,435.8277132950508
2022-02-15,Cow 49,444.5786587165914
2022-02-16,Cow 49,444.5786587165914
2022-02-17,Cow 49,444.5786587165914
2022-02-18,Cow 49,444.5786587165914
2022-02-19,Cow 49,444.5786587165914
2022-02-20,Cow 49,444.5786587165914
2022-02-21,Cow 49,444.5786587165914
2022-02-22,Cow 49,444.5786587165914
2022-02-23,Cow 49,444.5786587165914
2022-02-24,Cow 49,444.5786587165914
2022-02-25,Cow 49,444.5786587165914
2022-02-26,Cow 49,444.5786587165914
2022-02-27,Cow 49,444.5786587165914
2022-02-28,Cow 49,444.5786587165914
2022-03-01,Cow 49,444.5786587165914
2022-02-15,Cow 50,439.55473957423794
2022-02-16,Cow 50,439.55473957423794
2022-02-17,Cow 50,439.55473957423794
2022-02-18,Cow 50,439.55473957423794
2022-02-19,Cow 50,439.55473957423794
2022-02-20,Cow 50,439.55473957423794
2022-02-21,Cow 50,439.55473957423794
2022-02-22,Cow 50,439.55473957423794
2022-02-23,Cow 50,439.55473957423794
2022-02-24,Cow 50,439.55473957423794
2022-02-25,Cow 50,439.55473957423794
2022-02-26,Cow 50,439.55473957423794
2022-02-27,Cow 50,439.55473957423794
2022-02-28,Cow 50,439.55473957423794
2022-03-01,Cow 50,439.55473957423794
2022-02-15,Cow 51,438.97937914563715
2022-02-16,Cow 51,438.97937914563715
2022-02-17,Cow 51,438.97937914563715
2022-02-18,Cow 51,438.97937914563715
2022-02-19,Cow 51,438.97937914563715
2022-02-20,Cow 51,438.97937914563715
2022-02-21,Cow 51,438.97937914563715
2022-02-22,Cow 51,438.97937914563715
2022-02-23,Cow 51,438.97937914563715
2022-02-24,Cow 51,438.97937914563715
2022-02-25,Cow 51,438.97937914563715
2022-02-26,Cow 51,438.97937914563715
2022-02-27,Cow 51,438.97937914563715
2022-02-28,Cow 51,438.97937914563715
2022-03-01,Cow 51,438.97937914563715
2022-02-15,Cow 52,430.8296318325277
2022-02-16,Cow 52,430.8296318325277
2022-02-17,Cow 52,430.8296318325277
2022-02-18,Cow 52,430.8296318325277
2022-02-19,Cow 52,430.8296318325277
2022-02-20,Cow 52,430.8296318325277
2022-02-21,Cow 52,430.8296318325277
2022-02-22,Cow 52,430.8296318325277
2022-02-23,Cow 52,430.8296318325277
2022-02-24,Cow 52,430.8296318325277
2022-02-25,Cow 52,430.8296318325277
2022-02-26,Cow 52,430.8296318325277
2022-02-27,Cow 52,430.8296318325277
2022-02-28,Cow 52,430.8296318325277
2022-03-01,Cow 52,430.8296318325277
2022-02-15,Cow 53,430.5385024926356
2022-02-16,Cow 53,430.5385024926356
2022-02-17,Cow 53,430.5385024926356
2022-02-18,Cow 53,430.5385024926356
2022-02-19,Cow 53,430.5385024926356
2022-02-20,Cow 53,430.5385024926356
2022-02-21,Cow 53,430.5385024926356
2022-02-22,Cow 53,430.5385024926356
2022-02-23,Cow 53,430.5385024926356
2022-02-24,Cow 53,430.5385024926356
2022-02-25,Cow 53,430.5385024926356
2022-02-26,Cow 53,430.5385024926356
2022-02-27,Cow 53,430.5385024926356
2022-02-28,Cow 53,430.5385024926356
2022-03-01,Cow 53,430.5385024926356
2022-02-15,Cow 54,448.0536378800545
2022-02-16,Cow 54,448.0536378800545
2022-02-17,Cow 54,448.0536378800545
2022-02-18,Cow 54,448.0536378800545
2022-02-19,Cow 54,448.0536378800545
2022-02-20,Cow 54,448.0536378800545
2022-02-21,Cow 54,448.0536378800545
2022-02-22,Cow 54,448.0536378800545
2022-02-23,Cow 54,448.0536378800545
2022-02-24,Cow 54,448.0536378800545
2022-02-25,Cow 54,448.0536378800545
2022-02-26,Cow 54,448.0536378800545
2022-02-27,Cow 54,448.0536378800545
2022-02-28,Cow 54,448.0536378800545
2022-03-01,Cow 54,448.0536378800545
2022-02-15,Cow 55,463.6638115508318
2022-02-16,Cow 55,463.6638115508318
2022-02-17,Cow 55,463.6638115508318
2022-02-18,Cow 55,463.6638115508318
2022-02-19,Cow 55,463.6638115508318
2022-02-20,Cow 55,463.6638115508318
2022-02-21,Cow 55,463.6638115508318
2022-02-22,Cow 55,463.6638115508318
2022-02-23,Cow 55,463.6638115508318
2022-02-24,Cow 55,463.6638115508318
2022-02-25,Cow 55,463.6638115508318
2022-02-26,Cow 55,463.6638115508318
2022-02-27,Cow 55,463.6638115508318
2022-02-28,Cow 55,463.6638115508318
2022-03-01,Cow 55,463.6638115508318
2022-02-15,Cow 56,463.6443494730566
2022-02-16,Cow 56,463.6443494730566
2022-02-17,Cow 56,463.6443494730566
2022-02-18,Cow 56,463.6443494730566
2022-02-19,Cow 56,463.6443494730566
2022-02-20,Cow 56,463.6443494730566
2022-02-21,Cow 56,463.6443494730566
2022-02-22,Cow 56,463.6443494730566
2022-02-23,Cow 56,463.6443494730566
2022-02-24,Cow 56,463.6443494730566
2022-02-25,Cow 56,463.6443494730566
2022-02-26,Cow 56,463.6443494730566
2022-02-27,Cow 56,463.6443494730566
2022-02-28,Cow 56,463.6443494730566
2022-03-01,Cow 56,463.6443494730566
2022-02-15,Cow 57,441.32423474305824
2022-02-16,Cow 57,441.32423474305824
2022-02-17,Cow 57,441.32423474305824
2022-02-18,Cow 57,441.32423474305824
2022-02-19,Cow 57,441.32423474305824
2022-02-20,Cow 57,441.32423474305824
2022-02-21,Cow 57,441.32423474305824
2022-02-22,Cow 57,441.32423474305824
2022-02-23,Cow 57,441.32423474305824
2022-02-24,Cow 57,441.32423474305824
2022-02-25,Cow 57,441.32423474305824
2022-02-26,Cow 57,441.32423474305824
2022-02-27,Cow 57,441.32423474305824
2022-02-28,Cow 57,441.32423474305824
2022-03-01,Cow 57,441.32423474305824
2022-02-15,Cow 58,459.7646135278439
2022-02-16,Cow 58,459.7646135278439
2022-02-17,Cow 58,459.7646135278439
2022-02-18,Cow 58,459.7646135278439
2022-02-19,Cow 58,459.7646135278439
2022-02-20,Cow 58,459.7646135278439
2022-02-21,Cow 58,459.7646135278439
2022-02-22,Cow 58,459.7646135278439
2022-02-23,Cow 58,459.7646135278439
2022-02-24,Cow 58,459.7646135278439
2022-02-25,Cow 58,459.7646135278439
2022-02-26,Cow 58,459.7646135278439
2022-02-27,Cow 58,459.7646135278439
2022-02-28,Cow 58,459.7646135278439
2022-03-01,Cow 58,459.7646135278439
2022-02-15,Cow 59,433.75367318668566
2022-02-16,Cow 59,433.75367318668566
2022-02-17,Cow 59,433.75367318668566
2022-02-18,Cow 59,433.75367318668566
2022-02-19,Cow 59,433.75367318668566
2022-02-20,Cow 59,433.75367318668566
2022-02-21,Cow 59,433.75367318668566
2022-02-22,Cow 59,433.75367318668566
2022-02-23,Cow 59,433.75367318668566
2022-02-24,Cow 59,433.75367318668566
2022-02-25,Cow 59,433.75367318668566
2022-02-26,Cow 59,433.75367318668566
2022-02-27,Cow 59,433.75367318668566
2022-02-28,Cow 59,433.75367318668566
2022-03-01,Cow 59,433.75367318668566
2022-02-15,Cow 60,456.1720750908051
2022-02-16,Cow 60,456.1720750908051
2022-02-17,Cow 60,456.1720750908051
2022-02-18,Cow 60,456.1720750908051
2022-02-19,Cow 60,456.1720750908051
2022-02-20,Cow 60,456.1720750908051
2022-02-21,Cow 60,456.1720750908051
2022-02-22,Cow 60,456.1720750908051
2022-02-23,Cow 60,456.1720750908051
2022-02-24,Cow 60,456.1720750908051
2022-02-25,Cow 60,456.1720750908051
2022-02-26,Cow 60,456.1720750908051
2022-02-27,Cow 60,456.1720750908051
2022-02-28,Cow 60,456.1720750908051
2022-03-01,Cow 60,456.1720750908051
